catalog,well,plate,letter,number,primer_f,primer_r,thermocycler,band,date,flag,notes,primers,evaporated,
CASENT9132677,G10,P28,G,10,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132862,H10,P28,H,10,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131762,A11,P28,A,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131763,B11,P28,B,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131586,C11,P28,C,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132496,D11,P28,D,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131591,E11,P28,E,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132745,F11,P28,F,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132508,G11,P28,G,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132877,H11,P28,H,11,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132873,A12,P28,A,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132498,B12,P28,B,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9132889,C12,P28,C,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131758,D12,P28,D,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131760,E12,P28,E,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131576,F12,P28,F,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
,G12,P28,G,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
,H12,P28,H,12,LCO,CFMRb,,N/A,10/4/2023,,not imaged; unsuccessful?,LCO/Rb,,
CASENT9131740,A1,P28,A,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132373,B1,P28,B,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132972,C1,P28,C,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131731,D1,P28,D,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131738,E1,P28,E,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132548,F1,P28,F,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131754,G1,P28,G,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132354,H1,P28,H,1,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131841,A2,P28,A,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131837,B2,P28,B,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132376,C2,P28,C,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132446,D2,P28,D,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131825,E2,P28,E,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132375,F2,P28,F,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132436,G2,P28,G,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131993,H2,P28,H,2,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132378,A3,P28,A,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132639,B3,P28,B,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132125,C3,P28,C,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132641,D3,P28,D,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132385,E3,P28,E,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132761,F3,P28,F,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132381,G3,P28,G,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132327,H3,P28,H,3,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132482,A4,P28,A,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132355,B4,P28,B,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132363,C4,P28,C,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131900,D4,P28,D,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132829,E4,P28,E,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132360,F4,P28,F,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132864,G4,P28,G,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132172,H4,P28,H,4,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132629,A5,P28,A,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132755,B5,P28,B,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132177,C5,P28,C,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132924,D5,P28,D,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131843,E5,P28,E,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132358,F5,P28,F,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132182,G5,P28,G,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132357,H5,P28,H,5,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131838,A6,P28,A,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132176,B6,P28,B,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132365,C6,P28,C,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132367,D6,P28,D,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132654,E6,P28,E,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132356,F6,P28,F,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132890,G6,P28,G,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131835,H6,P28,H,6,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131839,A7,P28,A,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131844,B7,P28,B,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131902,C7,P28,C,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131909,D7,P28,D,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131625,E7,P28,E,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131637,F7,P28,F,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131495,G7,P28,G,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131650,H7,P28,H,7,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131683,A8,P28,A,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131574,B8,P28,B,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131519,C8,P28,C,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131580,D8,P28,D,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132506,E8,P28,E,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132493,F8,P28,F,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132461,G8,P28,G,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131584,H8,P28,H,8,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132204,A9,P28,A,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132616,B9,P28,B,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132964,C9,P28,C,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131831,D9,P28,D,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131745,E9,P28,E,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131742,F9,P28,F,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131897,G9,P28,G,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131682,H9,P28,H,9,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132694,A10,P28,A,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132512,B10,P28,B,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132863,C10,P28,C,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132480,D10,P28,D,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131578,E10,P28,E,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132244,F10,P28,F,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132677,G10,P28,G,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132862,H10,P28,H,10,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131762,A11,P28,A,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131763,B11,P28,B,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131586,C11,P28,C,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132496,D11,P28,D,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131591,E11,P28,E,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132745,F11,P28,F,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132508,G11,P28,G,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132877,H11,P28,H,11,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132873,A12,P28,A,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132498,B12,P28,B,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9132889,C12,P28,C,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131758,D12,P28,D,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131760,E12,P28,E,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131576,F12,P28,F,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
,G12,P28,G,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
,H12,P28,H,12,fwhF2,fwhR2,,N/A,10/4/2023,,not imaged; unsuccessful?,fwh,,
CASENT9131740,A1,P28,A,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132373,B1,P28,B,1,LCO,HCO,,y,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132972,C1,P28,C,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131731,D1,P28,D,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131738,E1,P28,E,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132548,F1,P28,F,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131754,G1,P28,G,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132354,H1,P28,H,1,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131841,A2,P28,A,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131837,B2,P28,B,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132376,C2,P28,C,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132446,D2,P28,D,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131825,E2,P28,E,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132375,F2,P28,F,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132436,G2,P28,G,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131993,H2,P28,H,2,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132378,A3,P28,A,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132639,B3,P28,B,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132125,C3,P28,C,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132641,D3,P28,D,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132385,E3,P28,E,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132761,F3,P28,F,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132381,G3,P28,G,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132327,H3,P28,H,3,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132482,A4,P28,A,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132355,B4,P28,B,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132363,C4,P28,C,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131900,D4,P28,D,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132829,E4,P28,E,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132360,F4,P28,F,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132864,G4,P28,G,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132172,H4,P28,H,4,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132629,A5,P28,A,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132755,B5,P28,B,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132177,C5,P28,C,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132924,D5,P28,D,5,LCO,HCO,,y,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131843,E5,P28,E,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132358,F5,P28,F,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132182,G5,P28,G,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132357,H5,P28,H,5,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131838,A6,P28,A,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132176,B6,P28,B,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132365,C6,P28,C,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132367,D6,P28,D,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132654,E6,P28,E,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132356,F6,P28,F,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132890,G6,P28,G,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131835,H6,P28,H,6,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131839,A7,P28,A,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131844,B7,P28,B,7,LCO,HCO,,y,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131902,C7,P28,C,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131909,D7,P28,D,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131625,E7,P28,E,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131637,F7,P28,F,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131495,G7,P28,G,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131650,H7,P28,H,7,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131683,A8,P28,A,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131574,B8,P28,B,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131519,C8,P28,C,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131580,D8,P28,D,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132506,E8,P28,E,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132493,F8,P28,F,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132461,G8,P28,G,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131584,H8,P28,H,8,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132204,A9,P28,A,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132616,B9,P28,B,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132964,C9,P28,C,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131831,D9,P28,D,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131745,E9,P28,E,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131742,F9,P28,F,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131897,G9,P28,G,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131682,H9,P28,H,9,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132694,A10,P28,A,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132512,B10,P28,B,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132863,C10,P28,C,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132480,D10,P28,D,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131578,E10,P28,E,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132244,F10,P28,F,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132677,G10,P28,G,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132862,H10,P28,H,10,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131762,A11,P28,A,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131763,B11,P28,B,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131586,C11,P28,C,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132496,D11,P28,D,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131591,E11,P28,E,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132745,F11,P28,F,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132508,G11,P28,G,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132877,H11,P28,H,11,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132873,A12,P28,A,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132498,B12,P28,B,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9132889,C12,P28,C,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131758,D12,P28,D,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131760,E12,P28,E,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131576,F12,P28,F,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
,G12,P28,G,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
,H12,P28,H,12,LCO,HCO,,n,10/4/2023,,not imaged; unsuccessful?,LCO/HCO,,
CASENT9131740,A1,P28,A,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132373,B1,P28,B,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132972,C1,P28,C,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131731,D1,P28,D,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131738,E1,P28,E,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132548,F1,P28,F,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131754,G1,P28,G,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132354,H1,P28,H,1,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131841,A2,P28,A,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131837,B2,P28,B,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132376,C2,P28,C,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132446,D2,P28,D,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131825,E2,P28,E,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132375,F2,P28,F,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9132436,G2,P28,G,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
CASENT9131993,H2,P28,H,2,fwhF2,BR2,#4,,11/8/2023,,"Used ""multichanel"" bb lysate from 9/26/2023",,,
